Source,Target,Type,Weight
1,4,undirected,1
2,4,undirected,1
3,4,undirected,1
4,18,undirected,1
4,62,undirected,1
4,80,undirected,1
5,4,undirected,1
6,7,undirected,1
6,4,undirected,1
7,4,undirected,1
8,4,undirected,1
9,4,undirected,1
6,1,undirected,1
1,7,undirected,1
10,4,undirected,1
4,410,undirected,1
1,5,undirected,1
11,4,undirected,1
12,4,undirected,1
1,62,undirected,1
13,4,undirected,1
14,4,undirected,1
15,4,undirected,1
6,5,undirected,1
5,7,undirected,1
3,62,undirected,1
4,79,undirected,1
1,80,undirected,1
4,167,undirected,1
16,4,undirected,1
17,4,undirected,1
18,62,undirected,1
19,4,undirected,1
20,4,undirected,1
4,411,undirected,1
1,19,undirected,1
2,8,undirected,1
4,193,undirected,1
4,165,undirected,1
21,4,undirected,1
22,4,undirected,1
4,207,undirected,1
4,412,undirected,1
23,4,undirected,1
24,4,undirected,1
4,200,undirected,1
4,312,undirected,1
8,80,undirected,1
25,8,undirected,1
26,4,undirected,1
27,4,undirected,1
5,410,undirected,1
28,4,undirected,1
29,18,undirected,1
1,49,undirected,1
1,9,undirected,1
30,4,undirected,1
2,51,undirected,1
31,4,undirected,1
1,11,undirected,1
4,413,undirected,1
32,4,undirected,1
33,4,undirected,1
34,4,undirected,1
35,4,undirected,1
36,4,undirected,1
37,4,undirected,1
38,4,undirected,1
37,38,undirected,1
39,4,undirected,1
40,18,undirected,1
11,18,undirected,1
41,4,undirected,1
42,4,undirected,1
43,4,undirected,1
44,4,undirected,1
45,18,undirected,1
40,4,undirected,1
4,279,undirected,1
46,4,undirected,1
47,4,undirected,1
4,414,undirected,1
4,365,undirected,1
4,145,undirected,1
4,415,undirected,1
48,4,undirected,1
48,62,undirected,1
4,81,undirected,1
34,167,undirected,1
49,4,undirected,1
50,4,undirected,1
51,4,undirected,1
52,2,undirected,1
3,54,undirected,1
53,51,undirected,1
2,357,undirected,1
4,105,undirected,1
29,4,undirected,1
4,322,undirected,1
15,322,undirected,1
9,322,undirected,1
3,105,undirected,1
4,258,undirected,1
2,16,undirected,1
1,17,undirected,1
1,410,undirected,1
2,165,undirected,1
4,179,undirected,1
54,4,undirected,1
55,4,undirected,1
4,270,undirected,1
15,9,undirected,1
56,4,undirected,1
57,4,undirected,1
58,4,undirected,1
4,357,undirected,1
7,62,undirected,1
57,62,undirected,1
6,62,undirected,1
53,4,undirected,1
59,4,undirected,1
3,79,undirected,1
60,4,undirected,1
61,4,undirected,1
2,412,undirected,1
24,2,undirected,1
55,50,undirected,1
45,4,undirected,1
25,80,undirected,1
62,410,undirected,1
63,4,undirected,1
64,4,undirected,1
25,4,undirected,1
4,400,undirected,1
65,4,undirected,1
20,62,undirected,1
3,80,undirected,1
66,4,undirected,1
4,103,undirected,1
10,12,undirected,1
52,4,undirected,1
67,4,undirected,1
2,53,undirected,1
68,357,undirected,1
68,69,undirected,1
68,4,undirected,1
50,99,undirected,1
50,64,undirected,1
68,70,undirected,1
50,100,undirected,1
68,9,undirected,1
68,2,undirected,1
69,4,undirected,1
4,70,undirected,1
2,70,undirected,1
69,357,undirected,1
9,69,undirected,1
2,69,undirected,1
69,70,undirected,1
9,357,undirected,1
70,357,undirected,1
2,9,undirected,1
71,70,undirected,1
9,70,undirected,1
72,79,undirected,1
2,71,undirected,1
73,4,undirected,1
74,416,undirected,1
3,10,undirected,1
10,79,undirected,1
72,10,undirected,1
24,10,undirected,1
10,416,undirected,1
10,74,undirected,1
73,417,undirected,1
3,417,undirected,1
3,73,undirected,1
7,417,undirected,1
73,7,undirected,1
3,7,undirected,1
4,417,undirected,1
6,417,undirected,1
71,9,undirected,1
6,73,undirected,1
6,3,undirected,1
39,417,undirected,1
39,73,undirected,1
3,39,undirected,1
39,7,undirected,1
6,39,undirected,1
75,417,undirected,1
75,73,undirected,1
3,75,undirected,1
75,7,undirected,1
75,4,undirected,1
6,75,undirected,1
75,39,undirected,1
24,74,undirected,1
4,74,undirected,1
72,74,undirected,1
74,79,undirected,1
71,357,undirected,1
71,69,undirected,1
71,4,undirected,1
68,71,undirected,1
76,78,undirected,1
76,77,undirected,1
77,78,undirected,1
76,4,undirected,1
78,4,undirected,1
77,4,undirected,1
61,76,undirected,1
61,78,undirected,1
61,77,undirected,1
76,8,undirected,1
78,8,undirected,1
77,8,undirected,1
61,8,undirected,1
72,3,undirected,1
50,18,undirected,1
72,4,undirected,1
24,3,undirected,1
24,79,undirected,1
24,72,undirected,1
3,416,undirected,1
79,416,undirected,1
72,416,undirected,1
4,416,undirected,1
24,416,undirected,1
3,74,undirected,1
50,418,undirected,1
5,419,undirected,1
64,100,undirected,1
80,420,undirected,1
81,420,undirected,1
3,81,undirected,1
82,80,undirected,1
82,4,undirected,1
82,420,undirected,1
82,3,undirected,1
4,420,undirected,1
82,81,undirected,1
3,420,undirected,1
83,421,undirected,1
83,4,undirected,1
83,2,undirected,1
83,16,undirected,1
83,93,undirected,1
81,80,undirected,1
60,3,undirected,1
4,421,undirected,1
84,4,undirected,1
85,87,undirected,1
85,12,undirected,1
86,4,undirected,1
84,86,undirected,1
86,87,undirected,1
86,12,undirected,1
87,4,undirected,1
60,420,undirected,1
84,87,undirected,1
84,12,undirected,1
87,12,undirected,1
60,81,undirected,1
60,82,undirected,1
60,80,undirected,1
83,94,undirected,1
2,421,undirected,1
85,4,undirected,1
88,91,undirected,1
89,4,undirected,1
90,4,undirected,1
91,4,undirected,1
4,92,undirected,1
88,89,undirected,1
90,88,undirected,1
2,88,undirected,1
92,422,undirected,1
88,16,undirected,1
88,92,undirected,1
90,89,undirected,1
91,89,undirected,1
2,89,undirected,1
89,16,undirected,1
88,4,undirected,1
16,422,undirected,1
16,421,undirected,1
16,93,undirected,1
93,421,undirected,1
94,421,undirected,1
93,4,undirected,1
94,4,undirected,1
2,93,undirected,1
2,94,undirected,1
94,16,undirected,1
2,422,undirected,1
94,93,undirected,1
4,422,undirected,1
88,422,undirected,1
89,422,undirected,1
90,422,undirected,1
91,422,undirected,1
85,84,undirected,1
85,86,undirected,1
4,100,undirected,1
4,96,undirected,1
27,5,undirected,1
73,105,undirected,1
95,96,undirected,1
95,4,undirected,1
27,95,undirected,1
95,419,undirected,1
27,96,undirected,1
5,95,undirected,1
96,419,undirected,1
4,419,undirected,1
27,419,undirected,1
97,80,undirected,1
98,80,undirected,1
80,400,undirected,1
5,96,undirected,1
18,418,undirected,1
4,97,undirected,1
64,418,undirected,1
99,100,undirected,1
55,100,undirected,1
100,418,undirected,1
100,18,undirected,1
99,64,undirected,1
55,64,undirected,1
64,18,undirected,1
55,18,undirected,1
99,4,undirected,1
4,418,undirected,1
55,99,undirected,1
99,418,undirected,1
99,18,undirected,1
55,418,undirected,1
12,80,undirected,1
98,4,undirected,1
1,102,undirected,1
101,104,undirected,1
102,103,undirected,1
11,103,undirected,1
1,103,undirected,1
101,4,undirected,1
4,104,undirected,1
102,4,undirected,1
101,102,undirected,1
101,103,undirected,1
101,11,undirected,1
1,101,undirected,1
102,104,undirected,1
11,104,undirected,1
1,104,undirected,1
11,102,undirected,1
103,104,undirected,1
1,423,undirected,1
1,97,undirected,1
98,400,undirected,1
1,98,undirected,1
1,400,undirected,1
1,12,undirected,1
98,97,undirected,1
97,400,undirected,1
12,97,undirected,1
98,12,undirected,1
11,423,undirected,1
12,400,undirected,1
103,423,undirected,1
4,423,undirected,1
101,423,undirected,1
104,423,undirected,1
102,423,undirected,1
105,417,undirected,1
106,18,undirected,1
7,105,undirected,1
107,108,undirected,1
108,113,undirected,1
109,10,undirected,1
10,424,undirected,1
109,424,undirected,1
109,4,undirected,1
109,12,undirected,1
4,424,undirected,1
12,424,undirected,1
110,111,undirected,1
111,4,undirected,1
111,9,undirected,1
111,119,undirected,1
111,46,undirected,1
111,118,undirected,1
110,4,undirected,1
107,113,undirected,1
9,113,undirected,1
26,18,undirected,1
108,9,undirected,1
29,20,undirected,1
20,18,undirected,1
112,4,undirected,1
112,62,undirected,1
29,112,undirected,1
112,18,undirected,1
29,62,undirected,1
9,5,undirected,1
107,5,undirected,1
108,5,undirected,1
113,5,undirected,1
107,4,undirected,1
108,4,undirected,1
113,4,undirected,1
107,9,undirected,1
110,9,undirected,1
110,119,undirected,1
110,46,undirected,1
110,118,undirected,1
114,425,undirected,1
1,114,undirected,1
115,114,undirected,1
1,425,undirected,1
115,425,undirected,1
115,1,undirected,1
4,116,undirected,1
116,117,undirected,1
116,62,undirected,1
49,116,undirected,1
1,116,undirected,1
116,426,undirected,1
4,117,undirected,1
4,426,undirected,1
117,62,undirected,1
115,4,undirected,1
4,425,undirected,1
114,4,undirected,1
118,119,undirected,1
119,4,undirected,1
118,4,undirected,1
9,119,undirected,1
9,46,undirected,1
9,118,undirected,1
46,119,undirected,1
118,46,undirected,1
115,80,undirected,1
17,80,undirected,1
114,17,undirected,1
17,425,undirected,1
115,17,undirected,1
114,80,undirected,1
80,425,undirected,1
20,112,undirected,1
29,26,undirected,1
1,117,undirected,1
2,22,undirected,1
120,22,undirected,1
121,22,undirected,1
122,123,undirected,1
123,125,undirected,1
123,4,undirected,1
124,123,undirected,1
123,129,undirected,1
1,123,undirected,1
122,125,undirected,1
122,4,undirected,1
124,122,undirected,1
122,129,undirected,1
1,122,undirected,1
125,4,undirected,1
124,125,undirected,1
120,121,undirected,1
2,121,undirected,1
26,62,undirected,1
2,120,undirected,1
126,121,undirected,1
126,22,undirected,1
127,4,undirected,1
128,4,undirected,1
120,4,undirected,1
121,4,undirected,1
127,128,undirected,1
2,127,undirected,1
120,127,undirected,1
127,121,undirected,1
127,22,undirected,1
2,128,undirected,1
120,128,undirected,1
121,128,undirected,1
128,22,undirected,1
125,129,undirected,1
1,125,undirected,1
124,4,undirected,1
129,4,undirected,1
130,4,undirected,1
131,132,undirected,1
3,132,undirected,1
130,132,undirected,1
3,131,undirected,1
131,130,undirected,1
3,130,undirected,1
59,26,undirected,1
59,20,undirected,1
59,112,undirected,1
59,62,undirected,1
29,59,undirected,1
59,18,undirected,1
26,20,undirected,1
26,112,undirected,1
131,4,undirected,1
132,4,undirected,1
130,103,undirected,1
133,4,undirected,1
124,129,undirected,1
124,1,undirected,1
1,129,undirected,1
133,193,undirected,1
134,193,undirected,1
135,193,undirected,1
134,4,undirected,1
3,103,undirected,1
135,4,undirected,1
134,133,undirected,1
135,133,undirected,1
135,134,undirected,1
132,103,undirected,1
131,103,undirected,1
49,117,undirected,1
117,426,undirected,1
6,105,undirected,1
13,140,undirected,1
136,62,undirected,1
13,62,undirected,1
137,62,undirected,1
136,13,undirected,1
137,136,undirected,1
137,13,undirected,1
138,4,undirected,1
138,411,undirected,1
138,18,undirected,1
106,138,undirected,1
138,142,undirected,1
138,40,undirected,1
106,4,undirected,1
4,142,undirected,1
18,411,undirected,1
137,140,undirected,1
136,140,undirected,1
139,13,undirected,1
140,62,undirected,1
141,36,undirected,1
141,4,undirected,1
141,140,undirected,1
141,62,undirected,1
141,136,undirected,1
141,13,undirected,1
141,137,undirected,1
36,140,undirected,1
36,62,undirected,1
136,36,undirected,1
13,36,undirected,1
137,36,undirected,1
4,140,undirected,1
136,4,undirected,1
137,4,undirected,1
106,411,undirected,1
142,411,undirected,1
40,411,undirected,1
90,91,undirected,1
143,145,undirected,1
143,144,undirected,1
143,427,undirected,1
143,146,undirected,1
144,4,undirected,1
4,427,undirected,1
4,146,undirected,1
144,145,undirected,1
145,427,undirected,1
145,146,undirected,1
144,427,undirected,1
144,146,undirected,1
146,427,undirected,1
75,105,undirected,1
39,105,undirected,1
143,4,undirected,1
147,146,undirected,1
147,427,undirected,1
4,148,undirected,1
142,18,undirected,1
106,142,undirected,1
106,40,undirected,1
40,142,undirected,1
148,147,undirected,1
143,148,undirected,1
145,148,undirected,1
144,147,undirected,1
144,148,undirected,1
148,427,undirected,1
148,146,undirected,1
143,147,undirected,1
4,147,undirected,1
145,147,undirected,1
139,137,undirected,1
139,136,undirected,1
49,62,undirected,1
3,153,undirected,1
149,428,undirected,1
3,428,undirected,1
149,4,undirected,1
3,149,undirected,1
150,152,undirected,1
151,152,undirected,1
152,4,undirected,1
152,429,undirected,1
152,157,undirected,1
152,158,undirected,1
152,159,undirected,1
150,151,undirected,1
150,4,undirected,1
150,429,undirected,1
150,157,undirected,1
4,428,undirected,1
153,149,undirected,1
139,62,undirected,1
153,4,undirected,1
62,426,undirected,1
49,426,undirected,1
1,426,undirected,1
4,154,undirected,1
4,430,undirected,1
27,154,undirected,1
1,27,undirected,1
27,430,undirected,1
1,154,undirected,1
154,430,undirected,1
1,430,undirected,1
153,105,undirected,1
105,428,undirected,1
149,105,undirected,1
153,428,undirected,1
150,158,undirected,1
150,159,undirected,1
151,4,undirected,1
151,429,undirected,1
155,4,undirected,1
4,156,undirected,1
155,412,undirected,1
62,412,undirected,1
156,412,undirected,1
3,412,undirected,1
155,62,undirected,1
155,156,undirected,1
3,155,undirected,1
156,62,undirected,1
3,156,undirected,1
141,139,undirected,1
139,36,undirected,1
139,4,undirected,1
139,140,undirected,1
3,28,undirected,1
28,156,undirected,1
28,62,undirected,1
4,159,undirected,1
151,157,undirected,1
151,158,undirected,1
151,159,undirected,1
4,429,undirected,1
4,157,undirected,1
4,158,undirected,1
157,429,undirected,1
155,28,undirected,1
158,429,undirected,1
159,429,undirected,1
157,158,undirected,1
159,157,undirected,1
159,158,undirected,1
28,412,undirected,1
89,92,undirected,1
160,297,undirected,1
90,2,undirected,1
161,431,undirected,1
162,163,undirected,1
2,163,undirected,1
163,432,undirected,1
13,163,undirected,1
164,163,undirected,1
2,162,undirected,1
162,432,undirected,1
13,162,undirected,1
164,162,undirected,1
2,432,undirected,1
2,13,undirected,1
2,164,undirected,1
13,432,undirected,1
164,432,undirected,1
164,13,undirected,1
164,4,undirected,1
4,432,undirected,1
4,162,undirected,1
165,411,undirected,1
2,161,undirected,1
161,176,undirected,1
166,411,undirected,1
166,4,undirected,1
166,165,undirected,1
166,47,undirected,1
47,411,undirected,1
4,163,undirected,1
47,165,undirected,1
8,163,undirected,1
8,162,undirected,1
8,432,undirected,1
8,13,undirected,1
164,8,undirected,1
167,433,undirected,1
168,167,undirected,1
169,167,undirected,1
4,171,undirected,1
170,17,undirected,1
17,18,undirected,1
17,171,undirected,1
170,4,undirected,1
170,18,undirected,1
170,171,undirected,1
171,18,undirected,1
172,18,undirected,1
173,4,undirected,1
174,4,undirected,1
175,4,undirected,1
4,434,undirected,1
174,173,undirected,1
173,200,undirected,1
172,171,undirected,1
4,172,undirected,1
34,433,undirected,1
169,433,undirected,1
34,168,undirected,1
169,34,undirected,1
4,433,undirected,1
168,4,undirected,1
169,4,undirected,1
168,433,undirected,1
169,168,undirected,1
170,172,undirected,1
32,172,undirected,1
32,17,undirected,1
170,32,undirected,1
32,18,undirected,1
32,171,undirected,1
17,172,undirected,1
2,176,undirected,1
176,431,undirected,1
173,175,undirected,1
2,431,undirected,1
4,180,undirected,1
2,180,undirected,1
26,177,undirected,1
177,80,undirected,1
177,4,undirected,1
177,181,undirected,1
47,177,undirected,1
177,22,undirected,1
3,177,undirected,1
177,435,undirected,1
26,80,undirected,1
26,181,undirected,1
26,47,undirected,1
26,22,undirected,1
3,26,undirected,1
2,178,undirected,1
178,180,undirected,1
178,4,undirected,1
51,365,undirected,1
65,179,undirected,1
179,436,undirected,1
1,179,undirected,1
65,436,undirected,1
1,65,undirected,1
1,436,undirected,1
51,178,undirected,1
2,365,undirected,1
51,180,undirected,1
53,365,undirected,1
53,178,undirected,1
53,180,undirected,1
178,365,undirected,1
180,365,undirected,1
26,435,undirected,1
181,80,undirected,1
47,80,undirected,1
35,161,undirected,1
176,182,undirected,1
161,182,undirected,1
23,35,undirected,1
35,431,undirected,1
35,2,undirected,1
35,176,undirected,1
4,431,undirected,1
182,431,undirected,1
176,4,undirected,1
161,4,undirected,1
23,431,undirected,1
23,2,undirected,1
23,176,undirected,1
23,161,undirected,1
2,182,undirected,1
23,182,undirected,1
22,80,undirected,1
181,435,undirected,1
80,435,undirected,1
181,4,undirected,1
4,435,undirected,1
47,181,undirected,1
181,22,undirected,1
3,181,undirected,1
47,22,undirected,1
4,182,undirected,1
3,47,undirected,1
47,435,undirected,1
3,22,undirected,1
22,435,undirected,1
3,435,undirected,1
35,182,undirected,1
173,9,undirected,1
173,434,undirected,1
90,16,undirected,1
183,189,undirected,1
8,196,undirected,1
8,197,undirected,1
184,8,undirected,1
185,8,undirected,1
186,188,undirected,1
186,4,undirected,1
187,186,undirected,1
186,196,undirected,1
186,197,undirected,1
184,186,undirected,1
186,185,undirected,1
188,4,undirected,1
187,188,undirected,1
188,196,undirected,1
188,197,undirected,1
187,8,undirected,1
188,8,undirected,1
186,8,undirected,1
183,18,undirected,1
189,18,undirected,1
189,190,undirected,1
58,189,undirected,1
183,4,undirected,1
190,4,undirected,1
183,413,undirected,1
183,190,undirected,1
58,190,undirected,1
183,58,undirected,1
18,413,undirected,1
190,413,undirected,1
58,413,undirected,1
190,18,undirected,1
58,18,undirected,1
184,188,undirected,1
188,185,undirected,1
187,4,undirected,1
191,4,undirected,1
192,195,undirected,1
193,437,undirected,1
191,193,undirected,1
194,193,undirected,1
192,193,undirected,1
4,437,undirected,1
194,4,undirected,1
191,195,undirected,1
192,4,undirected,1
191,437,undirected,1
194,437,undirected,1
192,437,undirected,1
191,194,undirected,1
191,192,undirected,1
194,195,undirected,1
195,437,undirected,1
196,4,undirected,1
187,185,undirected,1
197,4,undirected,1
184,4,undirected,1
185,4,undirected,1
187,196,undirected,1
187,197,undirected,1
187,184,undirected,1
197,196,undirected,1
4,195,undirected,1
184,196,undirected,1
185,196,undirected,1
184,197,undirected,1
185,197,undirected,1
184,185,undirected,1
195,193,undirected,1
189,413,undirected,1
189,4,undirected,1
174,200,undirected,1
198,3,undirected,1
19,38,undirected,1
19,11,undirected,1
6,199,undirected,1
6,37,undirected,1
6,38,undirected,1
6,11,undirected,1
199,4,undirected,1
199,7,undirected,1
37,7,undirected,1
38,7,undirected,1
11,7,undirected,1
37,199,undirected,1
38,199,undirected,1
11,199,undirected,1
1,199,undirected,1
37,19,undirected,1
19,199,undirected,1
19,7,undirected,1
175,9,undirected,1
174,9,undirected,1
174,175,undirected,1
174,434,undirected,1
9,200,undirected,1
175,200,undirected,1
200,434,undirected,1
9,434,undirected,1
6,19,undirected,1
175,434,undirected,1
19,5,undirected,1
5,199,undirected,1
37,5,undirected,1
38,5,undirected,1
11,5,undirected,1
37,11,undirected,1
1,37,undirected,1
11,38,undirected,1
3,179,undirected,1
198,48,undirected,1
48,3,undirected,1
179,62,undirected,1
179,410,undirected,1
16,179,undirected,1
198,179,undirected,1
16,62,undirected,1
48,410,undirected,1
198,62,undirected,1
16,410,undirected,1
198,410,undirected,1
3,410,undirected,1
198,16,undirected,1
3,16,undirected,1
48,16,undirected,1
48,179,undirected,1
1,38,undirected,1
3,57,undirected,1
35,57,undirected,1
48,57,undirected,1
57,179,undirected,1
57,410,undirected,1
16,57,undirected,1
198,57,undirected,1
35,48,undirected,1
198,4,undirected,1
35,179,undirected,1
35,62,undirected,1
35,410,undirected,1
35,16,undirected,1
198,35,undirected,1
35,3,undirected,1
23,1,undirected,1
23,436,undirected,1
23,65,undirected,1
30,438,undirected,1
30,202,undirected,1
5,439,undirected,1
52,5,undirected,1
201,5,undirected,1
2,5,undirected,1
30,5,undirected,1
52,439,undirected,1
4,439,undirected,1
201,439,undirected,1
2,439,undirected,1
30,439,undirected,1
52,201,undirected,1
52,30,undirected,1
201,4,undirected,1
2,201,undirected,1
2,202,undirected,1
201,202,undirected,1
202,4,undirected,1
203,204,undirected,1
204,4,undirected,1
205,4,undirected,1
203,200,undirected,1
204,200,undirected,1
205,200,undirected,1
30,200,undirected,1
205,203,undirected,1
52,202,undirected,1
30,203,undirected,1
205,204,undirected,1
30,204,undirected,1
30,205,undirected,1
202,5,undirected,1
202,439,undirected,1
201,30,undirected,1
2,30,undirected,1
21,208,undirected,1
206,236,undirected,1
44,207,undirected,1
44,440,undirected,1
207,440,undirected,1
50,206,undirected,1
206,222,undirected,1
15,206,undirected,1
55,206,undirected,1
80,440,undirected,1
206,4,undirected,1
206,441,undirected,1
50,222,undirected,1
50,15,undirected,1
50,236,undirected,1
50,441,undirected,1
4,440,undirected,1
80,207,undirected,1
21,14,undirected,1
4,208,undirected,1
21,80,undirected,1
21,44,undirected,1
21,207,undirected,1
21,440,undirected,1
14,208,undirected,1
80,208,undirected,1
44,208,undirected,1
44,80,undirected,1
208,207,undirected,1
208,440,undirected,1
14,80,undirected,1
14,44,undirected,1
14,207,undirected,1
14,440,undirected,1
203,4,undirected,1
205,438,undirected,1
23,179,undirected,1
204,438,undirected,1
209,214,undirected,1
210,211,undirected,1
210,4,undirected,1
210,213,undirected,1
210,212,undirected,1
209,210,undirected,1
211,4,undirected,1
211,213,undirected,1
211,212,undirected,1
209,211,undirected,1
4,213,undirected,1
212,4,undirected,1
209,4,undirected,1
212,213,undirected,1
209,213,undirected,1
212,214,undirected,1
213,214,undirected,1
4,214,undirected,1
214,442,undirected,1
90,92,undirected,1
2,91,undirected,1
91,16,undirected,1
91,92,undirected,1
2,92,undirected,1
16,92,undirected,1
210,442,undirected,1
211,214,undirected,1
211,442,undirected,1
4,442,undirected,1
213,442,undirected,1
212,442,undirected,1
209,442,undirected,1
210,214,undirected,1
209,212,undirected,1
215,51,undirected,1
215,53,undirected,1
216,200,undirected,1
45,218,undirected,1
217,218,undirected,1
217,18,undirected,1
217,45,undirected,1
216,438,undirected,1
216,4,undirected,1
216,203,undirected,1
217,220,undirected,1
216,204,undirected,1
216,205,undirected,1
30,216,undirected,1
4,438,undirected,1
200,438,undirected,1
203,438,undirected,1
218,18,undirected,1
45,220,undirected,1
219,215,undirected,1
219,53,undirected,1
215,221,undirected,1
215,4,undirected,1
2,215,undirected,1
219,51,undirected,1
51,221,undirected,1
2,126,undirected,1
53,221,undirected,1
220,18,undirected,1
219,221,undirected,1
219,4,undirected,1
219,2,undirected,1
221,4,undirected,1
2,221,undirected,1
220,218,undirected,1
15,222,undirected,1
222,236,undirected,1
55,222,undirected,1
4,222,undirected,1
6,60,undirected,1
60,7,undirected,1
60,1,undirected,1
8,415,undirected,1
14,415,undirected,1
223,415,undirected,1
224,415,undirected,1
2,415,undirected,1
14,8,undirected,1
8,223,undirected,1
224,8,undirected,1
14,223,undirected,1
14,224,undirected,1
2,14,undirected,1
224,223,undirected,1
1,443,undirected,1
7,443,undirected,1
4,443,undirected,1
225,62,undirected,1
225,4,undirected,1
226,4,undirected,1
23,225,undirected,1
23,62,undirected,1
23,226,undirected,1
23,3,undirected,1
225,226,undirected,1
6,443,undirected,1
225,3,undirected,1
226,62,undirected,1
226,3,undirected,1
5,443,undirected,1
60,5,undirected,1
60,443,undirected,1
4,223,undirected,1
2,223,undirected,1
224,4,undirected,1
19,436,undirected,1
227,18,undirected,1
227,231,undirected,1
19,228,undirected,1
23,19,undirected,1
19,179,undirected,1
19,65,undirected,1
228,4,undirected,1
229,227,undirected,1
4,436,undirected,1
23,228,undirected,1
228,179,undirected,1
65,228,undirected,1
228,436,undirected,1
1,228,undirected,1
18,231,undirected,1
229,231,undirected,1
2,224,undirected,1
4,444,undirected,1
230,444,undirected,1
230,4,undirected,1
230,229,undirected,1
230,18,undirected,1
230,231,undirected,1
230,227,undirected,1
229,444,undirected,1
229,18,undirected,1
18,444,undirected,1
231,444,undirected,1
227,444,undirected,1
229,4,undirected,1
4,231,undirected,1
4,227,undirected,1
232,3,undirected,1
232,226,undirected,1
232,62,undirected,1
233,235,undirected,1
7,410,undirected,1
80,235,undirected,1
233,80,undirected,1
80,329,undirected,1
234,80,undirected,1
4,235,undirected,1
1,235,undirected,1
5,62,undirected,1
235,329,undirected,1
234,235,undirected,1
233,4,undirected,1
4,329,undirected,1
234,4,undirected,1
1,233,undirected,1
6,410,undirected,1
1,237,undirected,1
234,233,undirected,1
236,441,undirected,1
222,441,undirected,1
15,236,undirected,1
55,15,undirected,1
15,441,undirected,1
